Comment,Emotion,processed_comment,labeled_taget
i feel like the heartless from kingdom hearts or really any stock character that is born without feelings and watches enviously as the normal people laugh cry love and feel things that i can t,anger,feel like heartless kingdom heart stock character bear feeling watch enviously normal people laugh cry love feel thing t,0
i whipped my stuff up from my station and fled to the underbelly of grand central desperate to find a subway map feeling disgusted with how upset i was over my frazzle y meltdown,anger,whip stuff station flee underbelly grand central desperate find subway map feel disgust upset frazzle y meltdown,0
i have a million untrieds to get through so ive decided to make a list and im using a random number generator when im feeling indecisive,fear,million untried ve decide list m random number generator m feel indecisive,1
i have a large parcel of time or am feeling reluctant to write i set our kitchen timer for minutes and write until the bell rings,fear,large parcel time feel reluctant write set kitchen timer minute write bell ring,1
i hang out i leave feeling energized and happy,joy,hang leave feeling energized happy,2
i do my best but it feels uncomfortable,fear,good feel uncomfortable,1
im trying to find ways to add more sewing into my schedule without feeling completely overwhelmed,fear,m try find way add sewing schedule feel completely overwhelmed,1
i get this gut feeling or am i just being paranoid,fear,gut feeling paranoid,1
i feel like im but at least im not feeling pressured to write when i dont want to,fear,feel like m m feel pressure write not want,1
i feel for the natives who welcomed me and others with open arms and hearts back then and wonder how they cope,joy,feel native welcome open arm heart wonder cope,2
i feel amused when i hear my neighbour use the word muze instead of mujhe and hey kay becomes zay kay,joy,feel amuse hear neighbour use word muze instead mujhe hey kay zay kay,2
i feel like i am not very smart,joy,feel like smart,2
i really like him he has good morals and is very nice to me and respectful but its like i feel like i still belong to brad and i couldnt picture myself with eric because hes too innocent,joy,like good moral nice respectful like feel like belong brad not picture eric s innocent,2
i was up early today to vote before the lines got too long and i didnt have that feeling at all but i was uncomfortable for another reason,fear,early today vote line get long not feeling uncomfortable reason,1
i not feel resentful for always putting out more effort then ever receiving,anger,feel resentful put effort receive,0
im still paying attention but i feel distracted,anger,m pay attention feel distracted,0
i am especially interested in hearing your thoughts or perspective on what you read about how men and women feel respected or lived,joy,especially interested hear thought perspective read man woman feel respected live,2
i was left feeling slightly intimidated and overwhelmed,fear,leave feel slightly intimidate overwhelmed,1
i have been feeling very apprehensive about going back,fear,feel apprehensive go,1
i feel so extrememly bitchy today that ive done something i have never done in my years of life,anger,feel extrememly bitchy today ve year life,0
i have the best conversations and the best time together unlike any ive had before but i feel like being totally in love with him does no good when he could care less about some stupid sophomore,joy,good conversation good time unlike ve feel like totally love good care stupid sophomore,2
i feel very helpless if i do not have any goal to reach nothing to achieve,fear,feel helpless goal reach achieve,1
i am so tired about it and i feel so fucked up,anger,tired feel fuck,0
